CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50078192,MCDONALD'S,Brooklyn,6620,BAY PARKWAY,11204,7182362136,Other,07/23/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,07/23/2019,06/28/2020,Cycle Inspection / Initial Inspection
50006070,MCDONALD'S,Queens,4012,NATIONAL ST,11368,7186720369,American,12/06/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,12/06/2018,06/28/2020,Cycle Inspection / Initial Inspection
41275242,MCDONALD'S,Manhattan,262,CANAL STREET,10013,2129415823,Hamburgers,03/22/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,17,,,06/28/2020,Cycle Inspection / Initial Inspection
40395525,MCDONALD AVENUE DINER,Brooklyn,1111,MCDONALD AVENUE,11230,7189518475,American,10/25/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,10/25/2018,06/28/2020,Cycle Inspection / Initial Inspection
41182288,MCDONALD'S,Queens,9801,METROPOLITAN AVENUE,11375,7182637281,Hamburgers,05/09/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,05/09/2018,06/28/2020,Cycle Inspection / Re-inspection
50048068,MCDONALDS,Queens,8805,ASTORIA BLVD,11369,7188987437,American,05/04/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,24,,,06/28/2020,Cycle Inspection / Initial Inspection
50077731,MCDONALD'S,Bronx,1540,WESTCHESTER AVENUE,10472,9146027375,American,06/26/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,7,A,06/26/2019,06/28/2020,Cycle Inspection / Re-inspection
50041875,LAS BANDERAS,Brooklyn,1641,MCDONALD AVENUE,11230,7183762364,Mexican,02/06/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,28,,,06/28/2020,Cycle Inspection / Initial Inspection
50070470,MCDONALDS # 6160,Manhattan,600,WEST  125 STREET,10027,7322102311,Hamburgers,01/08/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,23,,,06/28/2020,Pre-permit (Operational) / Initial Inspection
50068987,MCDONALD'S #11542,Brooklyn,1656,UTICA AVENUE,11234,7735058724,American,07/07/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,9,A,07/07/2018,06/28/2020,Cycle Inspection / Re-inspection
40369724,MCDONALD'S,Queens,10615,71 AVENUE,11375,7187938181,Hamburgers,05/16/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,05/16/2018,06/28/2020,Cycle Inspection / Initial Inspection
40868904,MCDONALD'S,Bronx,875,GARRISON AVENUE,10474,7186170329,Hamburgers,04/05/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,17,,,06/28/2020,Cycle Inspection / Initial Inspection
50063996,MCDONALD'S,Brooklyn,968,4 AVENUE,11232,7187889226,American,01/18/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,01/18/2018,06/28/2020,Cycle Inspection / Initial Inspection
40395653,MCDONALD'S,Bronx,300,EAST  204 STREET,10467,7186531387,Hamburgers,01/07/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,12,A,01/07/2019,06/28/2020,Cycle Inspection / Initial Inspection
50037580,MCDONALD'S,Bronx,5765,BROADWAY,10463,7187964447,American,12/12/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,21,,,06/28/2020,Cycle Inspection / Initial Inspection
40800557,MCDONALD'S,Manhattan,160,BROADWAY,10038,2123852063,Hamburgers,04/13/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,04/13/2018,06/28/2020,Cycle Inspection / Initial Inspection
50035344,RADHUNI SWEETS & RESTAURANT,Brooklyn,483,MCDONALD AVENUE,11218,7189720072,Bangladeshi,12/16/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,19,,,06/28/2020,Cycle Inspection / Initial Inspection
50041875,LAS BANDERAS,Brooklyn,1641,MCDONALD AVENUE,11230,7183762364,Mexican,02/11/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,13,A,02/11/2017,06/28/2020,Cycle Inspection / Initial Inspection
41578619,MCDONALD'S,Manhattan,444,LENOX AVENUE,10037,2122837798,American,09/16/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,09/16/2016,06/28/2020,Cycle Inspection / Re-inspection
50035344,RADHUNI SWEETS & RESTAURANT,Brooklyn,483,MCDONALD AVENUE,11218,7189720072,Bangladeshi,12/16/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,19,,,06/28/2020,Cycle Inspection / Initial Inspection
50078191,MCDONALD'S,Brooklyn,3540,NOSTRAND AVENUE,11229,7187692433,Hamburgers,07/16/2019,Violations were cited in the following area(s).,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,N,,,,06/28/2020,Administrative Miscellaneous / Initial Inspection
40679997,MCDONALD'S,Queens,3800,QUEENS BOULEVARD,11101,7184720374,Hamburgers,04/30/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,5,A,04/30/2019,06/28/2020,Cycle Inspection / Initial Inspection
50001108,BEST DOUBLE DRAGON RESTAURANT,Brooklyn,1207,MCDONALD AVENUE,11230,7186922129,Chinese,02/24/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,29,,,06/28/2020,Cycle Inspection / Initial Inspection
41013992,MCDONALD'S,Bronx,1865,BRUCKNER BOULEVARD,10472,7188637289,Hamburgers,06/18/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,06/18/2018,06/28/2020,Cycle Inspection / Initial Inspection
41215997,MCDONALD'S,Bronx,36,WEST FORDHAM ROAD,10468,7189332183,Hamburgers,10/07/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,46,,,06/28/2020,Cycle Inspection / Initial Inspection
50078724,MCDONALD'S,Brooklyn,2410,CONEY ISLAND AVENUE,11223,3477284265,American,08/10/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,08/10/2018,06/28/2020,Pre-permit (Operational) / Initial Inspection
40372196,MCDONALD'S,Bronx,3660,EAST TREMONT AVENUE,10465,7188281430,Hamburgers,02/14/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,43,,,06/28/2020,Cycle Inspection / Initial Inspection
50055396,MCDONALD'S,Manhattan,136,WEST    3 STREET,10012,2126742626,American,07/30/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,07/30/2018,06/28/2020,Cycle Inspection / Initial Inspection
50059655,MCDONALD'S,Brooklyn,1531,FULTON STREET,11216,7187788016,American,06/14/2017,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,8,A,06/14/2017,06/28/2020,Pre-permit (Operational) / Initial Inspection
40367829,MCDONALD'S,Queens,7550,101 AVENUE,11416,7188451010,Hamburgers,05/09/2017,Violations were cited in the following area(s).,10J,"""""Wash hands” sign not posted at hand wash facility.",N,12,A,05/09/2017,06/28/2020,Cycle Inspection / Re-inspection
50066842,MCDONALD'S,Bronx,2065,JEROME AVENUE,10453,7187332819,Sandwiches/Salads/Mixed Buffet,03/06/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,13,A,03/06/2019,06/28/2020,Cycle Inspection / Initial Inspection
50050674,MCDONALD'S RESTAURANT,Bronx,1600,BOSTON ROAD,10460,7185427915,Sandwiches/Salads/Mixed Buffet,09/19/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,4,A,09/19/2018,06/28/2020,Cycle Inspection / Initial Inspection
50060786,MCDONALD'S,Manhattan,1188,6 AVENUE,10036,2129442720,American,10/10/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,10,A,10/10/2019,06/28/2020,Cycle Inspection / Re-inspection
50050670,MCDONALD'S,Bronx,839,WESTCHESTER AVENUE,10455,7183284936,American,06/08/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,06/08/2016,06/28/2020,Pre-permit (Operational) / Initial Inspection
41578619,MCDONALD'S,Manhattan,444,LENOX AVENUE,10037,2122837798,American,07/25/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,13,,,06/28/2020,Cycle Inspection / Initial Inspection
50060786,MCDONALD'S,Manhattan,1188,6 AVENUE,10036,2129442720,American,03/04/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,03/04/2020,06/28/2020,Cycle Inspection / Initial Inspection
40367829,MCDONALD'S,Queens,7550,101 AVENUE,11416,7188451010,Hamburgers,12/19/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,27,,,06/28/2020,Cycle Inspection / Initial Inspection
50035344,RADHUNI SWEETS & RESTAURANT,Brooklyn,483,MCDONALD AVENUE,11218,7189720072,Bangladeshi,01/02/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,24,,,06/28/2020,Cycle Inspection / Initial Inspection
41696220,MCDONALD'S,Queens,9101,JAMAICA AVENUE,11421,7188491979,American,12/27/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,7,A,12/27/2018,06/28/2020,Cycle Inspection / Re-inspection
41241639,MCDONALD'S,Manhattan,3549,BROADWAY,10031,2124916860,Hamburgers,12/21/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,10,A,12/21/2017,06/28/2020,Cycle Inspection / Initial Inspection
40395935,MCDONALD'S,Staten Island,1660,RICHMOND AVENUE,10314,7184943400,Hamburgers,10/03/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,10/03/2019,06/28/2020,Cycle Inspection / Re-inspection
50070066,MCDONALD'S,Manhattan,966,3 AVENUE,10022,2127535360,American,10/27/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,4,A,10/27/2017,06/28/2020,Pre-permit (Operational) / Initial Inspection
40643227,MCDONALD'S,Queens,138-32,JAMAICA AVENUE,11435,7185588665,Hamburgers,10/11/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,9,A,10/11/2018,06/28/2020,Cycle Inspection / Initial Inspection
50010395,MCDONALD'S,Manhattan,208,DYCKMAN STREET,10040,2125692909,American,04/09/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,4,A,04/09/2018,06/28/2020,Cycle Inspection / Re-inspection
40370781,MCDONALD'S,Queens,160-11,WILLETS POINT BOULEVARD,11357,7187466063,Hamburgers,07/31/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,25,,,06/28/2020,Cycle Inspection / Initial Inspection
50050670,MCDONALD'S,Bronx,839,WESTCHESTER AVENUE,10455,7183284936,American,08/27/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,08/27/2018,06/28/2020,Cycle Inspection / Re-inspection
50062663,MCDONALD'S,Queens,000,JFK INTL AIRPORT TERMINAL 4,11430,6465334694,Hamburgers,05/24/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,12,A,05/24/2018,06/28/2020,Cycle Inspection / Initial Inspection
40538662,MCDONALD'S,Manhattan,4040,BROADWAY,10032,2129239582,Hamburgers,02/06/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,02/06/2018,06/28/2020,Cycle Inspection / Initial Inspection
40401742,MCDONALD'S,Queens,221-12,SOUTH CONDUIT AVENUE,11413,7182766230,American,03/15/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,03/15/2019,06/28/2020,Cycle Inspection / Initial Inspection
50044989,MCDONALD'S,Brooklyn,700,BROADWAY,11206,7185992870,American,10/07/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,10/07/2016,06/28/2020,Cycle Inspection / Initial Inspection
50094803,MEZBANI SWEETS & RESTAURANT,Brooklyn,473,MCDONALD AVENUE,11218,6462627206,Bangladeshi,08/28/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,75,,,06/28/2020,Pre-permit (Operational) / Compliance Inspection
40978571,STARLITE LOUNGE,Brooklyn,1213,MCDONALD AVENUE,11230,7182522435,American,10/10/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,10/10/2017,06/28/2020,Cycle Inspection / Re-inspection
41064863,MCDONALD'S,Bronx,599,EAST TREMONT AVENUE,10457,7187314755,Hamburgers,02/23/2018,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,C,02/23/2018,06/28/2020,Cycle Inspection / Reopening Inspection
50055396,MCDONALD'S,Manhattan,136,WEST    3 STREET,10012,2126742626,American,01/19/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,34,,,06/28/2020,Pre-permit (Operational) / Initial Inspection
40868904,MCDONALD'S,Bronx,875,GARRISON AVENUE,10474,7186170329,Hamburgers,04/05/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,17,,,06/28/2020,Cycle Inspection / Initial Inspection
40401953,MCDONALD'S,Manhattan,237987,ADAM CLAYTON POWELL BOULEVARD,,2122830559,Hamburgers,08/17/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,08/17/2017,06/28/2020,Cycle Inspection / Initial Inspection
41215997,MCDONALD'S,Bronx,36,WEST FORDHAM ROAD,10468,7189332183,Hamburgers,04/10/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,11,A,04/10/2018,06/28/2020,Cycle Inspection / Initial Inspection
41464997,DEVINE KOSHER BAKERY,Brooklyn,1999,MCDONALD AVENUE,11223,3475548114,Jewish/Kosher,10/23/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11,A,10/23/2019,06/28/2020,Cycle Inspection / Initial Inspection
50045357,MCDONALD'S,Manhattan,809,6 AVENUE,10001,2124639495,American,09/29/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,09/29/2017,06/28/2020,Cycle Inspection / Initial Inspection
40370781,MCDONALD'S,Queens,160-11,WILLETS POINT BOULEVARD,11357,7187466063,Hamburgers,07/31/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,25,,,06/28/2020,Cycle Inspection / Initial Inspection
40373909,MCDONALD'S,Brooklyn,5804,CLARENDON ROAD,11203,7184510834,Hamburgers,05/28/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,05/28/2019,06/28/2020,Cycle Inspection / Initial Inspection
41023695,MCDONALD'S,Queens,11905,LIBERTY AVENUE,11419,7188438777,Hamburgers,11/25/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11,A,11/25/2019,06/28/2020,Cycle Inspection / Initial Inspection
50040896,MCDONALD'S,Bronx,3279,3RD AVE @164TH ST E,10456,7184013419,Hamburgers,03/08/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,03/08/2017,06/28/2020,Cycle Inspection / Initial Inspection
50007421,MCDONALD'S,Brooklyn,1467,ROCKAWAY PARKWAY,11236,2019543134,American,01/04/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7,A,01/04/2017,06/28/2020,Cycle Inspection / Re-inspection
41182288,MCDONALD'S,Queens,9801,METROPOLITAN AVENUE,11375,7182637281,Hamburgers,04/18/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,12,A,04/18/2017,06/28/2020,Cycle Inspection / Initial Inspection
50050671,MCDONALDS,Bronx,279,EAST  149 STREET,10451,7182928812,American,08/02/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,17,,,06/28/2020,Pre-permit (Operational) / Initial Inspection
41155817,MCDONALD'S,Staten Island,501,BAY STREET,10304,7182736688,Hamburgers,08/11/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,47,,,06/28/2020,Cycle Inspection / Initial Inspection
41215997,MCDONALD'S,Bronx,36,WEST FORDHAM ROAD,10468,7189332183,Hamburgers,11/09/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,5,A,11/09/2017,06/28/2020,Cycle Inspection / Re-inspection
41552204,MCDONALD'S,Bronx,2010,BARTOW AVENUE,10475,7183202749,American,09/17/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,9,A,09/17/2018,06/28/2020,Cycle Inspection / Initial Inspection
50045349,MCDONALDS RESTAURANT,Manhattan,18,EAST   42 STREET,10017,2125992127,American,01/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,01/18/2019,06/28/2020,Cycle Inspection / Initial Inspection
40679997,MCDONALD'S,Queens,3800,QUEENS BOULEVARD,11101,7184720374,Hamburgers,12/02/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,12/02/2016,06/28/2020,Cycle Inspection / Initial Inspection
50010393,MCDONALDS,Manhattan,608,WEST  207 STREET,10034,2123043611,American,07/25/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,32,,,06/28/2020,Cycle Inspection / Initial Inspection
50066844,MCDONALD'S,Bronx,1101,EAST TREMONT AVENUE,10460,7188244123,Sandwiches/Salads/Mixed Buffet,03/12/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,12,A,03/12/2019,06/28/2020,Cycle Inspection / Re-inspection
50102126,MCDONALD'S,Brooklyn,1467,ROCKAWAY PARKWAY,11236,7182885969,American,02/25/2020,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,7,A,02/25/2020,06/28/2020,Pre-permit (Operational) / Initial Inspection
41629298,MCDONALD'S,Manhattan,167,CHAMBERS STREET,10007,2126082405,American,10/04/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,10/04/2019,06/28/2020,Cycle Inspection / Initial Inspection
40367829,MCDONALD'S,Queens,7550,101 AVENUE,11416,7188451010,Hamburgers,05/09/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,05/09/2017,06/28/2020,Cycle Inspection / Re-inspection
41241630,MCDONALD'S,Manhattan,2142,3 AVENUE,10035,2128283070,Hamburgers,07/30/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,5,A,07/30/2018,06/28/2020,Cycle Inspection / Initial Inspection
50007421,MCDONALD'S,Brooklyn,1467,ROCKAWAY PARKWAY,11236,2019543134,American,10/18/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,15,,,06/28/2020,Cycle Inspection / Initial Inspection
50006083,MCDONALD'S,Queens,37-59,82 STREET,11372,7184760747,American,06/28/2018,Violations were cited in the following area(s).,16E,"Caloric content range (minimum to maximum) not posted on menus and or menu boards for each flavor, variety and size of each menu item that is offered for sale in different flavors, varieties and sizes.",N,,,,06/28/2020,Calorie Posting / Initial Inspection
50056248,MCDONALD'S,Manhattan,14,EAST   47 STREET,10017,2126978148,Hamburgers,02/09/2018,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,12,A,02/09/2018,06/28/2020,Cycle Inspection / Initial Inspection
40809862,MCDONALD'S,Brooklyn,15,SHEFFIELD AVENUE,11207,7183427253,Hamburgers,03/07/2018,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,06/28/2020,Administrative Miscellaneous / Initial Inspection
50070198,CARAVAN,Brooklyn,1797,MCDONALD AVENUE,11230,7183757777,Russian,01/10/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,11,A,01/10/2019,06/28/2020,Cycle Inspection / Initial Inspection
